customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0744-CHURN,Female,0,No,Yes,5,Yes,Fiber optic,Month-to-month,Electronic check,98.69,506.81,No
0745-CHURN,Male,0,No,No,68,Yes,Fiber optic,One year,Bank transfer,105.61,7309.35,No
0746-CHURN,Female,0,Yes,No,35,Yes,No,Two year,Electronic check,30.87,1059.69,No
0747-CHURN,Male,0,Yes,Yes,61,Yes,No,One year,Bank transfer,30.61,1844.62,No
0748-CHURN,Female,0,Yes,No,69,Yes,DSL,Two year,Electronic check,74.45,4984.24,No
0749-CHURN,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Electronic check,76.64,385.09,No
0750-CHURN,Female,0,Yes,No,31,No,DSL,Two year,Mailed check,64.81,2012.29,No
0751-CHURN,Male,0,No,Yes,10,Yes,No,Month-to-month,Electronic check,29.1,285.13,No
0752-CHURN,Female,0,No,No,15,Yes,DSL,Month-to-month,Mailed check,70.28,1044.04,No
0753-CHURN,Female,0,No,No,35,Yes,DSL,One year,Electronic check,68.9,2475.05,No
0754-CHURN,Male,0,Yes,No,28,Yes,DSL,Month-to-month,Mailed check,74.49,2104.37,No
0755-CHURN,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Electronic check,115.9,947.39,Yes
0756-CHURN,Female,0,No,No,10,Yes,DSL,Month-to-month,Electronic check,67.3,686.66,Yes
0757-CHURN,Female,0,No,Yes,10,Yes,No,Month-to-month,Bank transfer,30.44,312.08,No
0758-CHURN,Female,0,No,No,10,No,Fiber optic,Month-to-month,Bank transfer,102.64,998.17,Yes
0759-CHURN,Female,0,No,No,26,Yes,No,Month-to-month,Electronic check,28.25,724.03,No
0760-CHURN,Female,0,No,No,54,No,Fiber optic,Two year,Mailed check,107.26,5762.7,No
0761-CHURN,Male,0,No,No,24,Yes,Fiber optic,One year,Electronic check,114.0,2759.0,Yes
0762-CHURN,Male,1,Yes,No,31,Yes,Fiber optic,One year,Bank transfer,108.86,3396.55,No
0763-CHURN,Male,0,No,No,16,Yes,Fiber optic,Two year,Bank transfer,113.57,1789.44,Yes
0764-CHURN,Female,1,Yes,No,43,Yes,DSL,Two year,Electronic check,75.55,3188.77,No
0765-CHURN,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Credit card,107.88,537.37,Yes
0766-CHURN,Female,0,No,Yes,45,Yes,Fiber optic,Two year,Credit card,106.8,4734.09,No
0767-CHURN,Female,1,Yes,Yes,3,No,DSL,One year,Electronic check,65.57,202.2,No
0768-CHURN,Female,0,Yes,No,71,Yes,DSL,Two year,Electronic check,75.9,5539.4,No
0769-CHURN,Male,0,Yes,No,1,No,DSL,One year,Electronic check,54.85,53.58,No
0770-CHURN,Female,0,Yes,No,1,Yes,DSL,Two year,Credit card,76.62,77.56,No
0771-CHURN,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Mailed check,103.54,2342.59,Yes
0772-CHURN,Female,1,Yes,No,37,Yes,DSL,One year,Electronic check,73.01,2736.61,Yes
0773-CHURN,Male,0,Yes,No,24,Yes,DSL,One year,Credit card,73.64,1795.68,Yes
0774-CHURN,Male,0,Yes,No,8,Yes,Fiber optic,Two year,Bank transfer,103.59,806.25,No
0775-CHURN,Female,0,No,Yes,9,Yes,No,Month-to-month,Bank transfer,29.52,268.79,Yes
0776-CHURN,Male,0,Yes,No,5,Yes,DSL,Month-to-month,Credit card,73.59,376.71,Yes
0777-CHURN,Male,0,Yes,No,8,Yes,DSL,One year,Credit card,65.63,516.1,No
0778-CHURN,Female,0,No,No,11,Yes,Fiber optic,Two year,Electronic check,115.17,1237.65,No
0779-CHURN,Female,1,No,Yes,72,Yes,Fiber optic,Two year,Bank transfer,102.46,7406.7,No
0780-CHURN,Female,0,No,Yes,69,Yes,Fiber optic,Two year,Bank transfer,105.02,7253.97,No
0781-CHURN,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Electronic check,103.33,951.5,No
0782-CHURN,Female,0,No,No,71,No,Fiber optic,Two year,Electronic check,92.91,6577.25,No
0783-CHURN,Male,0,No,No,1,Yes,No,One year,Mailed check,32.89,32.72,No
0784-CHURN,Male,0,No,No,24,Yes,No,Two year,Credit card,29.27,711.5,No
0785-CHURN,Male,0,No,No,49,Yes,Fiber optic,Two year,Credit card,109.57,5232.8,No
0786-CHURN,Female,0,No,No,1,No,No,Month-to-month,Credit card,21.73,21.15,No
0787-CHURN,Female,1,No,No,43,Yes,Fiber optic,Two year,Credit card,98.84,4251.37,No
0788-CHURN,Male,0,No,Yes,46,Yes,Fiber optic,One year,Electronic check,115.63,5187.82,No
0789-CHURN,Male,1,Yes,No,9,Yes,Fiber optic,Month-to-month,Mailed check,101.06,933.5,No
0790-CHURN,Female,0,No,No,34,Yes,No,Month-to-month,Mailed check,30.94,1061.7,No
0791-CHURN,Male,0,No,No,2,Yes,No,Month-to-month,Bank transfer,31.21,63.37,No
0792-CHURN,Female,0,Yes,No,32,Yes,DSL,Two year,Credit card,72.44,2280.37,No
0793-CHURN,Female,1,No,Yes,24,Yes,Fiber optic,One year,Mailed check,112.67,2703.11,No
0794-CHURN,Female,0,Yes,No,3,Yes,No,Two year,Mailed check,32.66,95.83,No
0795-CHURN,Male,1,Yes,No,52,Yes,Fiber optic,Two year,Bank transfer,116.54,5952.13,No
0796-CHURN,Female,1,No,No,35,Yes,DSL,One year,Bank transfer,71.67,2518.72,No
0797-CHURN,Female,0,Yes,No,33,Yes,DSL,One year,Electronic check,68.55,2232.28,No
0798-CHURN,Female,0,Yes,No,33,Yes,Fiber optic,Two year,Credit card,104.43,3532.44,No
0799-CHURN,Female,0,Yes,No,53,Yes,Fiber optic,Two year,Electronic check,115.73,6315.95,No
0800-CHURN,Female,0,Yes,No,4,Yes,DSL,One year,Electronic check,75.8,294.18,No
0801-CHURN,Female,0,Yes,No,56,Yes,Fiber optic,Month-to-month,Mailed check,103.92,5909.99,No
0802-CHURN,Male,0,Yes,No,40,Yes,No,Two year,Bank transfer,28.76,1123.85,No
0803-CHURN,Female,0,Yes,Yes,71,Yes,DSL,Two year,Credit card,75.92,5414.45,No
0804-CHURN,Female,0,No,Yes,68,Yes,DSL,Month-to-month,Credit card,72.13,4824.94,No
0805-CHURN,Male,0,No,No,36,No,No,Two year,Bank transfer,19.57,724.17,No
0806-CHURN,Female,0,Yes,Yes,63,Yes,No,Two year,Mailed check,31.05,2000.26,No
0807-CHURN,Female,0,No,Yes,39,Yes,DSL,Two year,Bank transfer,63.99,2509.89,No
0808-CHURN,Female,0,Yes,No,62,Yes,Fiber optic,One year,Credit card,101.8,6188.91,No
0809-CHURN,Male,0,Yes,Yes,12,No,Fiber optic,One year,Electronic check,98.92,1207.17,Yes
0810-CHURN,Male,0,Yes,Yes,1,Yes,DSL,Two year,Mailed check,71.09,71.18,No
0811-CHURN,Female,0,No,No,8,Yes,No,Month-to-month,Bank transfer,29.23,235.41,No
0812-CHURN,Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,117.64,119.18,Yes
0813-CHURN,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Mailed check,106.25,2431.48,Yes
0814-CHURN,Female,0,Yes,No,33,Yes,DSL,One year,Mailed check,73.63,2358.02,No
0815-CHURN,Female,0,Yes,No,24,Yes,No,One year,Credit card,29.29,697.23,No
0816-CHURN,Female,1,No,No,1,No,DSL,Month-to-month,Credit card,59.37,59.06,No
0817-CHURN,Female,0,No,No,7,No,Fiber optic,Month-to-month,Mailed check,104.62,726.49,Yes
0818-CHURN,Male,0,Yes,No,6,No,Fiber optic,Month-to-month,Credit card,104.97,642.33,Yes
0819-CHURN,Male,0,No,No,64,Yes,DSL,Two year,Electronic check,65.03,4120.06,No
0820-CHURN,Male,0,Yes,No,12,Yes,No,Two year,Bank transfer,29.77,355.45,No
0821-CHURN,Female,0,No,No,38,Yes,DSL,One year,Mailed check,66.05,2443.88,No
0822-CHURN,Male,0,No,Yes,2,Yes,Fiber optic,Month-to-month,Bank transfer,115.81,234.63,Yes
0823-CHURN,Male,0,Yes,No,70,Yes,No,Two year,Credit card,31.77,2185.93,No
0824-CHURN,Male,0,No,Yes,34,Yes,Fiber optic,Month-to-month,Electronic check,109.27,3656.11,No
0825-CHURN,Female,0,No,No,69,No,DSL,Two year,Credit card,62.75,4352.31,No
0826-CHURN,Female,0,Yes,No,60,Yes,Fiber optic,Two year,Electronic check,116.28,7179.22,No
0827-CHURN,Male,1,Yes,No,54,Yes,Fiber optic,Two year,Bank transfer,104.07,5589.48,No
0828-CHURN,Male,0,No,Yes,23,Yes,DSL,Month-to-month,Electronic check,63.21,1438.75,No
0829-CHURN,Female,0,Yes,No,71,Yes,DSL,Two year,Credit card,63.4,4376.14,No
0830-CHURN,Male,0,Yes,Yes,64,Yes,Fiber optic,Month-to-month,Electronic check,98.93,6440.69,Yes
0831-CHURN,Male,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Mailed check,100.57,3370.41,Yes
0832-CHURN,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Credit card,109.42,667.11,Yes
0833-CHURN,Male,0,No,Yes,9,Yes,DSL,Month-to-month,Credit card,77.72,690.34,Yes
0834-CHURN,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Credit card,106.4,620.39,Yes
0835-CHURN,Male,0,No,Yes,67,Yes,DSL,Two year,Bank transfer,73.69,4936.7,No
0836-CHURN,Male,0,Yes,No,67,Yes,DSL,Two year,Mailed check,74.88,5139.19,No
0837-CHURN,Female,0,No,Yes,33,Yes,No,One year,Credit card,32.01,1037.99,No
0838-CHURN,Male,0,No,Yes,8,Yes,DSL,Month-to-month,Credit card,69.65,545.63,Yes
0839-CHURN,Female,0,Yes,Yes,65,Yes,DSL,Two year,Mailed check,71.25,4543.66,No
0840-CHURN,Female,0,Yes,Yes,2,Yes,No,One year,Bank transfer,29.64,59.96,No
0841-CHURN,Male,0,Yes,No,9,Yes,DSL,Month-to-month,Credit card,73.32,654.63,No
0842-CHURN,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card,105.66,208.23,Yes
0843-CHURN,Male,0,No,No,60,Yes,Fiber optic,One year,Electronic check,104.22,6192.31,No
0844-CHURN,Female,0,No,Yes,2,Yes,DSL,One year,Bank transfer,72.41,143.16,No
0845-CHURN,Male,0,No,No,72,Yes,No,Two year,Credit card,29.71,2144.74,No
0846-CHURN,Male,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Electronic check,106.16,311.47,Yes
0847-CHURN,Male,0,No,No,10,Yes,Fiber optic,Month-to-month,Credit card,112.22,1122.79,No
0848-CHURN,Female,1,No,No,5,Yes,DSL,One year,Mailed check,75.8,374.72,Yes
0849-CHURN,Female,0,Yes,No,63,Yes,No,Two year,Mailed check,30.17,1950.05,No
0850-CHURN,Female,0,No,Yes,44,Yes,Fiber optic,Two year,Electronic check,108.44,4748.98,No
0851-CHURN,Male,0,Yes,No,50,Yes,Fiber optic,Two year,Electronic check,112.93,5510.99,No
0852-CHURN,Female,0,No,No,7,Yes,No,One year,Mailed check,29.12,209.14,No
0853-CHURN,Male,0,No,No,63,Yes,Fiber optic,Two year,Bank transfer,106.3,6872.69,No
0854-CHURN,Female,0,No,Yes,64,Yes,Fiber optic,Two year,Mailed check,114.23,7168.38,No
0855-CHURN,Male,1,No,Yes,41,Yes,No,Two year,Bank transfer,32.47,1356.54,No
0856-CHURN,Male,1,Yes,No,10,Yes,Fiber optic,Month-to-month,Mailed check,110.9,1133.08,Yes
0857-CHURN,Male,0,No,Yes,50,No,Fiber optic,Two year,Credit card,95.87,4751.97,No
0858-CHURN,Male,0,Yes,Yes,52,Yes,DSL,One year,Credit card,72.09,3672.09,No
0859-CHURN,Female,1,No,No,21,Yes,Fiber optic,One year,Bank transfer,101.58,2171.38,No
0860-CHURN,Male,0,No,No,37,Yes,Fiber optic,Two year,Credit card,98.59,3544.59,No
0861-CHURN,Female,0,No,No,3,Yes,DSL,Two year,Credit card,64.12,193.74,No
0862-CHURN,Male,0,Yes,Yes,54,Yes,DSL,Two year,Bank transfer,64.62,3456.39,No
0863-CHURN,Female,0,No,No,68,Yes,Fiber optic,Two year,Electronic check,102.51,7010.84,No
0864-CHURN,Male,0,No,Yes,9,No,Fiber optic,Month-to-month,Electronic check,97.23,890.24,Yes
0865-CHURN,Male,0,No,No,19,Yes,Fiber optic,Two year,Credit card,102.65,1988.82,No
0866-CHURN,Female,0,Yes,No,3,Yes,No,One year,Electronic check,30.93,95.57,No
0867-CHURN,Male,0,Yes,No,5,Yes,Fiber optic,Two year,Electronic check,117.97,594.81,No
0868-CHURN,Male,0,Yes,No,5,Yes,No,Month-to-month,Electronic check,30.49,149.92,No
0869-CHURN,Female,0,No,No,43,Yes,DSL,Two year,Mailed check,74.35,3154.1,No
0870-CHURN,Female,0,No,Yes,64,Yes,Fiber optic,Two year,Bank transfer,103.85,6620.94,No
0871-CHURN,Male,0,No,Yes,29,No,DSL,Month-to-month,Bank transfer,67.44,1996.65,No
0872-CHURN,Male,0,Yes,No,48,Yes,No,One year,Electronic check,29.25,1392.78,No
0873-CHURN,Female,1,Yes,Yes,69,Yes,Fiber optic,Two year,Electronic check,109.93,7670.85,No
0874-CHURN,Male,1,No,No,1,Yes,DSL,Month-to-month,Electronic check,77.75,75.63,Yes
0875-CHURN,Male,0,No,Yes,6,No,Fiber optic,Month-to-month,Mailed check,104.16,622.34,No
0876-CHURN,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,Bank transfer,117.84,3580.06,Yes
0877-CHURN,Female,0,No,No,5,Yes,No,Month-to-month,Electronic check,29.9,153.43,Yes
0878-CHURN,Female,0,Yes,No,31,Yes,Fiber optic,Month-to-month,Electronic check,99.55,3140.01,Yes
0879-CHURN,Male,1,No,No,21,Yes,Fiber optic,Month-to-month,Credit card,102.87,2113.44,Yes
0880-CHURN,Male,1,No,Yes,72,Yes,No,One year,Credit card,32.79,2346.98,No
0881-CHURN,Male,0,No,No,12,Yes,No,Two year,Electronic check,29.85,349.19,No
0882-CHURN,Female,0,Yes,No,68,Yes,DSL,One year,Mailed check,64.87,4476.42,No
0883-CHURN,Male,0,Yes,Yes,61,Yes,Fiber optic,Two year,Mailed check,109.86,6577.36,No
0884-CHURN,Male,0,Yes,No,21,Yes,Fiber optic,One year,Electronic check,108.01,2309.63,No
0885-CHURN,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Credit card,99.25,967.13,Yes
0886-CHURN,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Electronic check,107.06,645.17,Yes
0887-CHURN,Female,0,Yes,No,66,Yes,DSL,Two year,Electronic check,72.49,4815.4,No
0888-CHURN,Male,0,Yes,No,60,Yes,No,Month-to-month,Mailed check,29.16,1732.21,No
0889-CHURN,Male,0,No,No,9,Yes,Fiber optic,One year,Credit card,100.49,886.19,No
0890-CHURN,Male,0,Yes,Yes,49,Yes,Fiber optic,Two year,Credit card,115.3,5589.98,No
0891-CHURN,Female,0,No,No,1,Yes,No,Month-to-month,Bank transfer,31.13,31.12,No
0892-CHURN,Female,0,Yes,No,7,Yes,DSL,One year,Bank transfer,65.33,470.18,No
0893-CHURN,Female,0,Yes,No,11,No,DSL,Month-to-month,Mailed check,62.44,684.65,No
0894-CHURN,Male,0,No,No,47,Yes,DSL,Two year,Credit card,74.03,3414.56,No
0895-CHURN,Female,1,Yes,No,16,Yes,Fiber optic,One year,Electronic check,109.95,1709.16,Yes
0896-CHURN,Male,0,Yes,No,65,Yes,No,Two year,Electronic check,28.58,1802.89,No
0897-CHURN,Male,0,Yes,No,53,Yes,DSL,Two year,Credit card,64.87,3420.93,No
0898-CHURN,Female,0,No,No,60,Yes,DSL,One year,Credit card,63.68,3774.1,No
0899-CHURN,Male,0,No,Yes,66,No,Fiber optic,Two year,Mailed check,92.68,5975.61,No
0900-CHURN,Male,1,Yes,No,4,Yes,Fiber optic,Month-to-month,Bank transfer,99.19,388.96,No
0901-CHURN,Male,0,Yes,No,39,Yes,Fiber optic,One year,Credit card,114.11,4410.21,No
0902-CHURN,Male,1,No,No,11,Yes,Fiber optic,Month-to-month,Credit card,98.31,1093.52,Yes
0903-CHURN,Male,0,No,Yes,5,Yes,DSL,One year,Credit card,71.72,360.96,No
0904-CHURN,Female,1,Yes,No,12,Yes,Fiber optic,One year,Mailed check,114.2,1335.86,No
0905-CHURN,Male,0,No,No,8,Yes,DSL,Month-to-month,Credit card,76.42,598.27,No
0906-CHURN,Female,1,No,No,20,Yes,DSL,One year,Electronic check,69.14,1416.68,No
0907-CHURN,Female,0,No,Yes,24,Yes,DSL,Two year,Mailed check,72.31,1690.78,No
0908-CHURN,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Electronic check,117.02,4021.7,No
0909-CHURN,Male,0,Yes,Yes,48,Yes,DSL,Two year,Electronic check,73.07,3469.05,No
0910-CHURN,Male,1,Yes,No,4,Yes,Fiber optic,Month-to-month,Bank transfer,116.02,456.57,Yes
0911-CHURN,Female,0,No,Yes,69,Yes,Fiber optic,One year,Electronic check,111.69,7609.89,No
0912-CHURN,Male,0,No,No,62,Yes,No,Two year,Electronic check,28.34,1781.09,No
0913-CHURN,Female,1,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Electronic check,101.94,696.24,No
0914-CHURN,Male,0,No,Yes,9,Yes,DSL,Month-to-month,Credit card,77.11,687.84,No
0915-CHURN,Female,0,No,Yes,17,Yes,No,One year,Electronic check,32.22,551.41,No
0916-CHURN,Male,0,No,No,9,Yes,DSL,Month-to-month,Electronic check,69.34,607.17,Yes
0917-CHURN,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Bank transfer,101.22,196.9,Yes
0918-CHURN,Female,1,No,No,23,Yes,No,One year,Credit card,28.79,662.11,No
0919-CHURN,Female,0,Yes,No,22,No,Fiber optic,One year,Bank transfer,106.1,2390.2,No
0920-CHURN,Male,0,No,No,37,Yes,Fiber optic,One year,Credit card,101.32,3736.42,No
0921-CHURN,Female,1,No,No,12,Yes,DSL,One year,Electronic check,68.79,820.86,No
0922-CHURN,Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,Mailed check,76.51,371.31,Yes
0923-CHURN,Female,0,Yes,Yes,56,Yes,Fiber optic,One year,Credit card,98.67,5602.67,No
0924-CHURN,Female,0,No,No,69,Yes,Fiber optic,Two year,Bank transfer,110.61,7478.27,No
0925-CHURN,Male,0,Yes,No,70,Yes,DSL,Two year,Electronic check,68.26,4835.11,No
0926-CHURN,Male,0,No,Yes,10,Yes,DSL,Month-to-month,Mailed check,64.62,640.33,Yes
0927-CHURN,Male,1,Yes,Yes,57,Yes,Fiber optic,Two year,Credit card,109.35,6062.79,No
0928-CHURN,Female,0,Yes,Yes,62,Yes,Fiber optic,Two year,Credit card,107.7,6608.45,No
0929-CHURN,Female,0,Yes,No,6,Yes,No,Two year,Electronic check,28.5,172.64,No
0930-CHURN,Male,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Electronic check,103.34,1260.05,No
0931-CHURN,Male,0,No,No,67,No,Fiber optic,Two year,Credit card,102.81,6944.29,No
0932-CHURN,Female,1,No,No,65,Yes,DSL,Two year,Electronic check,74.34,4893.29,No
0933-CHURN,Female,1,Yes,No,3,Yes,DSL,Month-to-month,Mailed check,71.98,212.52,Yes
0934-CHURN,Female,0,Yes,Yes,56,Yes,DSL,Two year,Electronic check,64.66,3722.04,No
0935-CHURN,Male,0,Yes,Yes,28,Yes,Fiber optic,Month-to-month,Electronic check,115.06,3168.89,Yes
0936-CHURN,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Credit card,101.45,795.54,Yes
0937-CHURN,Male,0,No,No,66,Yes,No,Two year,Bank transfer,31.6,2054.29,No
0938-CHURN,Female,0,Yes,No,37,Yes,No,Two year,Mailed check,28.21,1073.33,No
0939-CHURN,Male,0,Yes,No,66,Yes,DSL,Two year,Electronic check,67.98,4369.57,No
0940-CHURN,Female,0,No,No,12,Yes,No,Month-to-month,Credit card,30.39,370.66,No
0941-CHURN,Male,0,Yes,No,9,Yes,Fiber optic,Two year,Mailed check,98.56,866.03,No
0942-CHURN,Female,0,Yes,No,69,Yes,DSL,Two year,Bank transfer,65.57,4598.52,No
0943-CHURN,Female,0,Yes,No,68,Yes,Fiber optic,One year,Electronic check,104.38,7002.88,No
0944-CHURN,Female,0,No,Yes,70,No,Fiber optic,Two year,Mailed check,107.65,7637.96,No
0945-CHURN,Male,0,No,Yes,64,Yes,Fiber optic,Two year,Mailed check,113.59,7073.04,No
0946-CHURN,Male,0,No,Yes,10,Yes,DSL,One year,Bank transfer,75.61,748.6,No
0947-CHURN,Male,1,Yes,Yes,3,Yes,DSL,One year,Credit card,73.01,218.57,No
0948-CHURN,Female,0,Yes,No,67,No,DSL,Two year,Mailed check,57.39,3734.55,No
0949-CHURN,Female,0,No,No,23,Yes,DSL,One year,Electronic check,73.64,1661.29,No
0950-CHURN,Female,0,No,No,72,Yes,No,Two year,Electronic check,31.37,2213.76,No
0951-CHURN,Female,1,No,No,1,Yes,No,Month-to-month,Mailed check,31.05,31.02,No
0952-CHURN,Female,1,Yes,Yes,54,Yes,No,Two year,Credit card,29.49,1557.41,No
0953-CHURN,Male,0,Yes,No,12,No,DSL,Month-to-month,Electronic check,56.95,702.97,No
0954-CHURN,Female,0,No,Yes,14,Yes,DSL,One year,Electronic check,68.04,974.67,No
0955-CHURN,Male,1,No,No,60,Yes,No,Two year,Mailed check,29.56,1744.26,No
0956-CHURN,Male,0,No,No,12,Yes,No,Two year,Electronic check,28.39,335.25,No
0957-CHURN,Female,0,No,No,46,No,DSL,Two year,Credit card,65.03,3071.69,No
0958-CHURN,Male,0,No,No,67,Yes,Fiber optic,One year,Bank transfer,105.39,6976.2,No
0959-CHURN,Male,0,No,Yes,12,Yes,DSL,One year,Electronic check,73.6,879.13,Yes
0960-CHURN,Female,0,No,No,52,Yes,No,Two year,Mailed check,29.4,1547.28,No
0961-CHURN,Male,0,No,Yes,1,Yes,DSL,Month-to-month,Bank transfer,72.03,71.36,No
0962-CHURN,Female,0,No,Yes,64,Yes,No,Two year,Credit card,28.17,1846.41,No
0963-CHURN,Male,1,Yes,No,40,Yes,DSL,Two year,Credit card,64.59,2597.4,No
0964-CHURN,Male,0,Yes,Yes,1,Yes,Fiber optic,Two year,Electronic check,105.29,105.71,No
0965-CHURN,Male,0,No,No,5,Yes,DSL,One year,Electronic check,67.03,336.24,No
0966-CHURN,Male,0,Yes,No,64,Yes,Fiber optic,Two year,Bank transfer,105.07,6567.95,No
0967-CHURN,Female,0,No,No,49,Yes,Fiber optic,Two year,Mailed check,116.61,5813.46,No
0968-CHURN,Male,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Electronic check,99.48,799.28,Yes
0969-CHURN,Female,1,Yes,No,67,Yes,DSL,Two year,Credit card,69.94,4560.45,No
0970-CHURN,Male,0,No,No,72,Yes,Fiber optic,One year,Bank transfer,101.97,7496.18,No
0971-CHURN,Female,0,Yes,No,2,Yes,DSL,Month-to-month,Bank transfer,68.34,138.56,No
0972-CHURN,Female,0,Yes,No,70,Yes,DSL,One year,Electronic check,73.16,5056.33,No
0973-CHURN,Female,0,Yes,No,8,Yes,Fiber optic,Two year,Electronic check,117.46,927.62,No
0974-CHURN,Male,1,No,No,71,Yes,DSL,Month-to-month,Bank transfer,73.42,5214.3,No
0975-CHURN,Male,0,Yes,No,36,Yes,No,One year,Credit card,32.42,1132.61,No
0976-CHURN,Male,1,No,Yes,61,Yes,Fiber optic,Two year,Credit card,100.95,6272.35,No
0977-CHURN,Female,0,Yes,No,72,Yes,Fiber optic,One year,Bank transfer,101.63,7511.44,No
0978-CHURN,Male,0,No,No,68,Yes,DSL,Two year,Mailed check,76.15,5161.61,No
0979-CHURN,Male,0,Yes,No,9,Yes,DSL,Month-to-month,Bank transfer,72.11,650.41,No
0980-CHURN,Female,0,Yes,Yes,52,Yes,No,Two year,Electronic check,31.96,1692.81,No
0981-CHURN,Male,0,Yes,No,61,Yes,DSL,Two year,Bank transfer,66.34,3992.74,No
0982-CHURN,Female,0,Yes,No,48,Yes,No,Two year,Credit card,29.74,1426.81,No
0983-CHURN,Male,0,No,No,22,Yes,DSL,Two year,Bank transfer,64.22,1379.86,No
0984-CHURN,Male,0,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Electronic check,115.91,1290.46,No
0985-CHURN,Female,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Bank transfer,117.13,595.94,Yes
0986-CHURN,Male,0,No,No,1,Yes,No,Month-to-month,Bank transfer,32.29,31.45,No
0987-CHURN,Female,1,Yes,No,19,Yes,DSL,Month-to-month,Mailed check,69.56,1351.97,No
0988-CHURN,Male,0,Yes,No,67,Yes,DSL,Two year,Credit card,68.12,4529.68,No
0989-CHURN,Male,0,No,No,55,Yes,Fiber optic,One year,Electronic check,107.25,6048.18,No
0990-CHURN,Female,0,No,No,5,Yes,DSL,Month-to-month,Mailed check,72.56,371.51,Yes
0991-CHURN,Female,0,Yes,No,7,Yes,DSL,Month-to-month,Credit card,69.47,494.78,No
0992-CHURN,Female,0,Yes,Yes,42,Yes,DSL,Two year,Bank transfer,69.32,2969.11,No
0993-CHURN,Male,0,No,No,47,Yes,Fiber optic,One year,Credit card,106.62,4947.81,No
0994-CHURN,Female,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Electronic check,112.89,671.95,Yes
0995-CHURN,Male,1,No,Yes,67,No,No,One year,Electronic check,21.93,1446.39,No
0996-CHURN,Male,0,Yes,No,31,Yes,DSL,One year,Electronic check,76.06,2337.28,No
0997-CHURN,Female,0,No,No,12,Yes,DSL,Two year,Credit card,66.64,802.65,No
0998-CHURN,Male,0,Yes,No,68,Yes,Fiber optic,One year,Credit card,101.15,7028.43,No
0999-CHURN,Female,0,No,No,60,Yes,DSL,Two year,Electronic check,68.18,4102.38,No
1000-CHURN,Male,0,Yes,No,70,Yes,DSL,Two year,Mailed check,69.31,4908.96,No
1001-CHURN,Male,0,No,Yes,40,No,Fiber optic,Two year,Electronic check,102.04,3992.41,No
1002-CHURN,Female,0,Yes,Yes,11,Yes,DSL,Month-to-month,Bank transfer,74.37,839.65,No
1003-CHURN,Female,0,Yes,No,5,No,Fiber optic,Month-to-month,Electronic check,107.68,541.09,Yes
1004-CHURN,Female,0,No,Yes,11,Yes,No,One year,Electronic check,29.89,334.23,No
1005-CHURN,Female,0,No,No,15,No,No,One year,Mailed check,20.01,309.13,No
1006-CHURN,Female,0,No,No,5,Yes,Fiber optic,Month-to-month,Credit card,108.84,555.95,Yes
1007-CHURN,Female,0,Yes,No,62,Yes,Fiber optic,Two year,Mailed check,114.41,7095.28,No
1008-CHURN,Female,1,No,No,10,Yes,Fiber optic,One year,Bank transfer,111.22,1136.76,No
1009-CHURN,Male,1,Yes,Yes,3,Yes,No,Month-to-month,Mailed check,30.86,93.46,Yes
1010-CHURN,Male,0,No,No,8,Yes,No,Month-to-month,Electronic check,31.24,253.37,Yes
1011-CHURN,Male,0,No,Yes,68,Yes,No,Two year,Mailed check,30.32,2078.74,No
1012-CHURN,Female,0,Yes,No,71,Yes,Fiber optic,Two year,Mailed check,113.18,7933.39,No
1013-CHURN,Female,1,No,Yes,72,Yes,DSL,One year,Mailed check,64.13,4571.5,No
1014-CHURN,Male,0,No,No,5,Yes,No,Month-to-month,Electronic check,30.55,153.28,Yes
1015-CHURN,Female,0,Yes,No,63,Yes,No,Two year,Electronic check,32.03,2063.18,No
1016-CHURN,Female,0,No,No,8,Yes,No,Month-to-month,Credit card,29.51,235.41,No
